ID,SKU,Name,URL,MRP,SP,Quantity,SubcategoryID,Hide,Keywords,Description
"001997","001997","FRUIT COOKIES","",50,45,"","20201",1,"","FRUIT COOKIES"
"001998","001998","AS BRAND TILL OIL 1LIT","https://asbrandoils.com/",350,320,"1LIT","10814",1,"as brand pooja gingelly oil, till oil, sesame oil","A sense of divinity radiates, as the lamps’ wicks soaked in “Pooja Gingelly Oil” ever-glow in the devotion of our Lord eliminating obstacles, difficulties and negativity altogether, spreading positive and vibrant spiritual energy across our homes. Also known as the ‘til oil’ used for lighting lamps, Pooja Gingelly Oil is available at a very affordable price."
"001999","001999","SOCIETY TEA 250G JAR","",58,57,"250G","30603",1,"","SOCIETY TEA 250G JAR"
"002001","002001","EASTERN CHILLI POWDER 500G","",137,80,"500G","10401",1,"Eastern red chilli powder, chili, karam podi, lal mirchi powder, mirch, మిరప పొడి, Mirapa poḍi ","Eastern Chili powder is a blend of ground, dried fruit of red or cayenne chili peppers and other spices. It is used to attach heat or flavor to dishes. It is a extensively used color in various soups."
"002002","002002","KISSAN KETCHUP 500G","https://www.kissan.in/",49,48.5,"","20701",1,"kissan tomato ketchup, tomato sauce","Kissan Fresh* Tomato Ketchup is made with 100% real, naturally ripened Tomatoes. The Tangy Tomato Ketchup can either be paired with or complemented with almost every dish to make them so much tastier. Whether you are in the mood for crispy pakodas or looking for something to pair your veggies/roti-sabzi with, our Fresh* Tomato Ketchup has got you covered."
"002004","002004","PREMIUM GOLD SHAVE CREAM","",45,45,"","50201",1,"premium gold shaving cream","PREMIUM GOLD SHAVE CREAM"
"002005","002005","PONDS FACE WASH 50G","",79,78,"50G","50705",1,"ponds white beauty face wash","Is your true brightness lost or hidden? Over time dead skin cells accumulate on your skin, hiding your true brightness, making you look dull. Introducing new and improved Pond's White Beauty Spot-less Fairness Face Wash. 1st ever facewash with Double Brightening Action to renew your maximum brightness every day. Infused with vitamin B3+, it removes layers of brightness blocking dead skin cells and it strengthens skin's natural renewal process, revealing new bright cells. Renew your maximum brightness with everyday wash. Clinically proven to give you brightness from the first wash. Its wipes out dead skin cells so that you can say goodbye to skin dullness. This helps bring out the brightness locked inside which shows clearly after every use of Ponds White Beauty Facewash. This is truly your solution to a spot less and bright skin. Pond's White beauty Face Wash also helps wash away germs."
"002006","002006","GARNIER GENTLE FACE WASH","https://www.garnier.in/search-page/search?query=face+wash",25,24.5,"","50705",1,"garnier gentle face wash","When it comes to choosing the right face wash, you want one that doesn't strip your skin of moisture, yet firmly removes any traces of excess oil, grime and dirt. This soap-free gel face wash is suitable for all skin types."
"002007","002007","DENIM SHAVE CREAM 30G","",20,19.5,"","50201",1,"denim shaving cream","When you need to get rid of facial hair like a beard or moustache, you should first wash your face to remove excess oil and dirt. This also helps to open up the pores and makes shaving easier especially if you use warm water. With a new razor, you don’t need to apply too much pressure and this will help avoid unnecessary cuts to your skin. Try to shave along the grain rather than against the grain in order to avoid irritation to your skin and razor bumps."
"002010","002010","PEPSODENT EXPERT TOOTH BRUSH","https://www.pepsodent.in/products/toothbrush.html",16,15,"","50104",1,"pepsodent expert tooth brush","The Pepsodent Expert Pro Complete Toothbrush ensures that your oral health is maintained. The toothbrush is equipped with gentle yet effective bristles. 3-Angled neck lets the Brush reach difficult areas for a healthy, whole mouth cleanse. Unique bristles with PTFE for floss-like superior interdental cleaning action. Exclusive lamella toothBrush works with toothpaste to remove stains with each brushing action."
"002011","002011","PEARS SOFT AND FRESH 125G","https://www.pearspuresince1807.com/us/product-category/bar-soaps",67,65,"125G","50710",0,"pears soft and fresh bath soap","Pears Soft & Fresh is enriched with mint extracts and pure glycerin. Mint extracts keep your skin looking soft and fresh in summers while 98% pure Glycerin gently cleanses your skin and retains its natural moisture keeping it young and beautiful. It does not contain impurities and preserves your skins natural beauty. . It increases hydration of your skin after a single wash."
"002014","002014","THIRUMALA 200","",18,15,"","71101",1,"incense stick","THIRUMALA 200"
"002015","002015","KEERTHANA-50","",6,5,"","71101",1,"","KEERTHANA-50"
"002016","002016","REJOICE SILKY SHAMPOO 7.5ML","",2,2,"","50602",1,"","REJOICE SILKY SHAMPOO 7.5ML"
"002017","002017","REJOICE COMPLETE 100ML","",39,30,"","50602",1,"","REJOICE COMPLETE 100ML"
"002018","002018","ARIEL FRESH CLEAN 1KG","https://www.ariel.in/",185,180,"1KG","40101",1,"ariel clean fresh surf, washing powder","Ariel removes tough stains in 1 wash, in whichever format that best suits your needs. From washing powder to washing liquid, our detergents will help you remove even the most stubborn stains, while keeping your whites brilliant and your colours bright, load after load. Ariel Matic products are especially great for heavily stained clothes in fully-automatic washing machines, providing you with a quick and effective clean. Find the right Ariel detergent for you."
"002020","002020","CASTOR OIL 50ML","https://en.wikipedia.org/wiki/Castor_oil",40,38,"","10812",1,"castor oil, arandi ka tel, tail","Castor oil is a vegetable oil pressed from castor beans. Castor oil is a colorless to very pale yellow liquid with a distinct taste and odor. Castor oil remains a popular natural treatment for common conditions like constipation and skin ailments and is commonly used in natural beauty products."
"002023","002023","ULLAS AGARBATHI 110G","https://ullasincense.co.in/ullas_main.htm",50,45,"110G","71101",0,"ullas agarbatti, incense stick","Ullas Incense Sticks Supplied By Us Are Widely Demanded For Their Soothing Fragrance. These Ullas Incense Sticks Are Available In Different Fragrances That Rejuvenate The Senses. These Ullas Incense Sticks Are Suitable For Spreading Positivity All Around In Religious Occasions And To Add Freshness To The Ambiance."
"002025","002025","AXE COLOGNE TALC PULSE 100G","",40,39,"","50305",1,"",""
"002026","002026","WHISPER ULTRA XL WINGS 80RS","https://whisper.co.in/en-in/sanitary-pads",80,78,"","50402",1,"whisper choice ultra pads","Whisper Ultra Clean gives you our No. 1 Hygenic Protection. It has a germ-lock technology which locks upto 100% wetness, odour & germs. Its nearly 40% Longer for a longer lasting coverage so that you can be worry free during your periods. Its Dri-Weave Cover ensures that the period blood is absorbed in seconds and it has a delightful scent for all-day freshness."
"002027","002027","3 MANGO HING","https://threemango.in/products/hing/",70,68,"","10408",1,"three mango hing, 3 mango hing, heeng, Asafoetida","A dash of it makes food taste more full-flavoured and savoury. Its ability to enhance the flavours of the other spices, has gained it an undeniable presence in the Indian kitchen. Referred to as Kayam, Perungayam and Inguva in the southern states, Asafoetida or “Hing” in Hindi, is considered an effective remedy for indigestion and body aches. Three mango’ flavour lock  packaging helps preserve the fresh aroma of this popular tempering condiment."
"002028","002028","SAKTHI COW GHEE 200ML","https://www.sakthidairy.com/",141,139,"200ML","10810",1,"sakthi cow ghee, sakti ghee, shakti ghee","We are a unique entity in the industry, actively committed towards providing an optimum quality range ofPure Desi Ghee."
"002029","002029","SAKTHI COW GHEE 500ML","https://www.sakthidairy.com/",335,330,"500ML","10810",1,"sakthi cow ghee, sakti ghee, shakti ghee","We are a unique entity in the industry, actively committed towards providing an optimum quality range ofPure Desi Ghee."
"002031","002031","DETTOL ORGINAL HAND WASH 125ML","https://www.dettol.co.in/",49,48,"125ML","50911",1,"dettol original liuid hand wash","Using Dettol Original Liquid Handwash everyday protects hands from germs and helps keep them hygienically clean and refreshed. Wash hands properly with Dettol and help keep your family healthy."
"002032","002032","MORTEIN INSTA TULSI LIQUID 35ML","",72,70,"35ML","40402",0,"mortein insta mosquito repellent","Mortein Insta 5 Plug-in Mosquito Repellent comes in a handy liquid vaporizer format that offers complete protection from dengue causing mosquitoes. Formulated with active ingredients, Mortein vaporizer is a powerful and convenient solution to offset mosquitoes and serve as the first line of defense against potential diseases and health hazards. Mortein Insta 5 Mosquito Repellent, as the name suggests, is effective in killing mosquitoes immediately, typically within 5 minutes of plug in. The refill bottle fits all devices (except Good Knight Express). Moreover, Mortein device has a superior heating system that ensures low electricity consumption and the dual mode machine with high and low intensity modes, make sure you and your family stay protected always. Liquid Vapouriser bottle shall last for 45 nights in approved use of 8 hours per night."
"002038","002038","PARLE G GOLD","https://www.parleproducts.com/",10,10,"","20202",1,"Parle-g, parle g biscuit","Filled with the goodness of milk and wheat, Parle-G is a source of all round nourishment. Treat yourself to a pack of yummy Parle-G biscuits to experience what has nurtured and strengthened millions of people for over 70 years. A meal substitute for some and a tasty and healthy snack for many others. Consumed by some for the value it offers, and many others for its taste. Whatever the occasion, it has always been around as an instant source of nourishment"
"002039","002039","BOMBAY BESAN 1KG","https://en.wikipedia.org/wiki/Gram_flour",160,120,"1 KG","10305",0,"Chana besan, besan, gram flour, sanagapindi","Chana besan is rich in fiber, iron, potassium, manganese, copper, zinc, phosphorus, magnesium, folate, vitamin b-6 and thiamine. 1 bowl of cooked chickpeas can fulfil approximately 20 percent of your daily protein requirement."
"002043","002043","PARK AVENUE GOLD SPARY 25G","http://parkavenuegrooming.com/products",60,59,"","50303",1,"park avenue gold spray deodrant, perfume, deo, spray, body spray","Park Avenue Perfumes ensures that you remain fresh and fragrant anytime and anywhere"
"002045","002045","MTR RAWA DOSA MIX","https://shop.mtrfoods.com/",90,90,"500G","21101",1,"mtr rava dosa mix","Delightfully crispy and golden on the edges, Rava Dosa is quite the signature MTR dish. Follow the easy instructions to prepare it in a jiffy."
"002048","002048","DELIGHT LIME PICKLE 200G","",15,14.5,"","20301",1,"","DELIGHT LIME PICKLE 200G"
"002049","002049","SWASTIK TOMATO PICKLE 1KG","https://swastiks.com/",175,170,"1KG","20301",0,"swastik tomato pickle, achar, tokku, mamidi kaya, tukku, pachadi ","This is experience all by itself. Just imagine a docile tomato making a chilli statement. Now thats how its is when you savour tomoto pickle."
"002050","002050","MAGGI ATTA MASALA","https://www.goodnes.com/",22,22,"75G","20401",1,"maggi veg atta noodles","Introducing the MAGGI NUTRI-LICIOUS Masala Veg Atta Noodles with appetizing aroma and delicious masala taste made using 20 Spices & Herbs. These masalas are roasted to perfection (Refer pack for more details) for an aroma & flavour which you will love. These MAGGI NUTRI-LICIOUS Masala Veg Atta Noodles are a truly a good combination of delicious and nutritious Whole Wheat Flour (Atta), Colorful Vegetables & 20 Spices & Herbs. Also, loaded with the goodness of whole wheat, each meal is deliciously filling. Each serve (72.5g) of the MAGGI Masala Veg Atta Noodles is a Source of Fibre & Iron (Refer pack for more details)."
"002051","002051","AYUR AMLA & SHIKAKAI SHAMPOO 500ML","https://ayurherbals.co/hair_care/amla-shikakai-with-reetha-shampoo",150,145,"500ML","50602",0,"ayur amla & shikakai shampoo","Ayur Herbals Amla and Shikakai with Reetha Shampoo works as a stimulant, enhancing the growth and texture of the hair. The shampoo includes all the essential constituents that are majorly considered beneficial for hair growth. The shampoo includes nutrients like vitamin C, iron and calcium, making it a potent source of nourishment. Amla, Shikakai and Reetha, these three major components, help your hair regenerate, leaving them well-nourished and healthy. This shampoo attacks hair follicles directly removing all the impurities of hair and scalp and retaining natural oils."
"002055","002055","MAGGI VEG ATTA NOODLES 290G","https://www.goodnes.com/",80,78,"290G","20401",1,"maggi veg atta noodles","Introducing the MAGGI NUTRI-LICIOUS Masala Veg Atta Noodles with appetizing aroma and delicious masala taste made using 20 Spices & Herbs. These masalas are roasted to perfection (Refer pack for more details) for an aroma & flavour which you will love. These MAGGI NUTRI-LICIOUS Masala Veg Atta Noodles are a truly a good combination of delicious and nutritious Whole Wheat Flour (Atta), Colorful Vegetables & 20 Spices & Herbs. Also, loaded with the goodness of whole wheat, each meal is deliciously filling. Each serve (72.5g) of the MAGGI Masala Veg Atta Noodles is a Source of Fibre & Iron (Refer pack for more details)."
"002056","002056","LUX VELVET GLOW 150G SET","https://www.lux.com/in/products/bar.html",135,132,"450G","50710",0,"lux valvet glow bath soap","The Lux Jasmine & Vitamin E soap bar adds a touch of glow to your skin and leaves it beautifully fragrant. Infused with 7 beauty ingredients, combining the essence of aromatic Jasmine known for its soothing and beauty-enhancing benefits, and with Vitamin E known to moisturize and nourish skin, this bar leaves your skin soft, smooth, and glowing."
"002057","002057","VATICA HAIR OIL 300ML","https://www.dabur.com/in/en-us/products/hair-oils",76,75,"","50601",1,"dabur vatika coconut hair oil","The New Vatika Enriched Coconut Hair Oil enriched with 7 ayurvedic herbs like Amla, Brahmi, Henna, Kapur, lemon, bahera & Harar along with goodness of coconut. Processed by Tel Pak Vidhi, which helps in rejuvenating scalp health & strengthens hair from root to tip and only Vatika coconut Hair Oil is clinically proven to reduce hair fall up to 50% in 4 weeks."
"002058","002058","RIN POWDER NEEM 500G","https://www.hul.co.in/brands/home-care/rin.html",34,33,"500G","40101",1,"rin advance surf, washing powder","Rin detergent powder was launched in 1994. This was the first product extension from the iconic brand that stood for whiteness in laundry. We further introduced Rin Refresh with the fragrance of lemon & rose that penetrates every fibre to give the same brightness and freshness to boost confidence all day. In 2016, we also added Rin Antibac Powder to our portfolio which promises not just bright clothes, but also kills 99.9% germs."
"002059","002059","RIN ADV PDR JAR 1KG","https://www.hul.co.in/brands/home-care/rin.html",60,54,"","40101",1,"rin advance surf, washing powder","Rin detergent powder was launched in 1994. This was the first product extension from the iconic brand that stood for whiteness in laundry. We further introduced Rin Refresh with the fragrance of lemon & rose that penetrates every fibre to give the same brightness and freshness to boost confidence all day. In 2016, we also added Rin Antibac Powder to our portfolio which promises not just bright clothes, but also kills 99.9% germs."
"002060","002060","RIN ADVANCE POWDER JAR 2KG","https://www.hul.co.in/brands/home-care/rin.html",105,103,"","40101",1,"rin advance surf, washing powder","Rin detergent powder was launched in 1994. This was the first product extension from the iconic brand that stood for whiteness in laundry. We further introduced Rin Refresh with the fragrance of lemon & rose that penetrates every fibre to give the same brightness and freshness to boost confidence all day. In 2016, we also added Rin Antibac Powder to our portfolio which promises not just bright clothes, but also kills 99.9% germs."
"002061","002061","LIRIL ORANGE SPLASH 75G","",16,15.75,"","50710",1,"liril orange splash bath soap","LIRIL ORANGE SPLASH 75G"
"002062","002062","REXONA 75G SET","",74,73,"75Gx3","50710",0,"rexona bath soap","Get promising soft skin with this bathing bar from Rexona. Enriched with the goodness of coconut and olive oil, this soap bar offers you an enchanting bathing experience like never before. This soap reaches the deepest skin cells and hydrates it, leaving behind soft and supple skin. Fall in love every day with yourself and revive the romance in your married life with Rexona. "
"002063","002063","MILO 1KG","",196,194,"","30801",1,"","MILO 1KG"
"002064","002064","GODREJ COLOUR SOFT BLACK","https://www.godrejexpert.com/",99,97,"","50603",1,"godrej hair dye ","Imagine five beautiful shades of colour and that too, with the grey coverage that you have always dreamt of. We have them right here. But that’s not what makes our crème really special. Here’s our secret- it is enriched with 10x aloe vera ki dekhaal. No wonder then, it makes your hair so incredibly soft. This gets even better, our crème doesn’t contain ammonia; so it saves your hair from all that damage"
"002065","002065","FAIR AND LOVELY NEW","",65,64,"","50704",0,"fair & lovely fairness cream","Are you worried about dry and rough skin during winters when your skin looks oily because of moisturizing creams. All these problems will be taken care of by the Fair and Lovely winter fairness cream. This easy to absorb moisturizing cream penetrates deep into your skin and brings out its natural glow even in winters. It features glycerin and mineral oil, which naturally replenish and protect your skin from the harsh winters. This 24 hour moisturizing cream also offers protection against harmful UVA/UVB. Apply a few drops of this cream on your face and neck and then gently massage it in. You are going to love your skin with the Fair and Lovely winter fairness cream."
"002066","002066","LIA RAINBOW 115G","https://www.cycle.in/agarbathies",50,45,"115G","71101",0,"cycle lia rainbow agarbatti, agarbathi, incense stick","Just like the first glimpse of a rainbow amidst a bit of sunshine and a bit of rain, fills your heart with joy and rapture; the fragrance of Lia Rainbow Agarbatti is quintessentially fresh and vibrant connecting you instantly with nature. This refreshing fragrance stirs your senses with nature's green and earthy scents that arise from the first spell of rain after long summer."
"002067","002067","LASER ULTRA BLADE","",25,23,"10N","50202",0,"laser ultra shaving blade","LASER ULTRA double edge blades with triple-coated edges deliver a smooth, luxurious and comfortable shave. These razor blades are noted for: Outstanding Quality - A premium st ainless steel razor blade Polymer coated for comfort and durablility"
"002068","002068","LASER PLATINUM","",55,54,"","50202",1,"laser platinum razor","A new high performance Triple blade Shaving system for ultra close shave with less strokes and more comfort. The specially prositioned blades shave, progressively closer in a single stroke, eliminating the need for reshaving"
"002069","002069","LASER SHAVE BRUSH","",50,49,"","50106",0,"laser shaving brush","Laser Shaving Brush gives you a comforting shave with a softer feel. It is made with the highest quality multi diameter nylon hair. The hair are set in an ergonomic handle that makes shaving a pleasure. The thick brush head facilitates easy application of shaving cream with ability to provide a close, comfortable and enjoyable shave."
"002070","002070","SOFT TOUCH BLACK FABRIC CONDITIONER 320ML","",56,54,"320ML","40109",0,"","SOFT TOUCH BLACK FABRIC CONDITIONER 320ML"
"002072","002072","DETTOL ANTISEPTIC LIQUID 550ML","https://www.dettol.co.in/personal-hygiene/antiseptics",176,174,"550ML","50903",0,"dettol antiseptic liquid","Dettol Liquid Antiseptic Disinfectant is a proven effective concentrated antiseptic disinfectant that kills bacteria and provides protection against bacteria which can cause infection and illness. It can be used for gentle antiseptic wound cleansing and disinfection and antiseptic skin cleansing. Alternatively, use on floors and hard surfaces around the home for a hygienic clean."
"002073","002073","KIWI LIQ POLISH BLACK 75ML","",45,44,"","40506",1,"","KIWI LIQ POLISH BLACK 75ML"
"002074","002074","GEMINI 150","https://www.tataconsumer.com/",46,45.5,"150","30603",1,"tata tea gemini","Tata tea Gemini has been the undisputed market leader in andhra pradesh and telangana combined, in volume as well as market share for many years. Launched in 1978. Tata tea gemini is a premium blend made from the valleys of the Brahmaputra river in assam, The signature bright brown colour of the tea synbolizes the balance of taste with the right amount of strength. The brand comes in a pack inspired by local Kalamkari art forms that are a symbol of a pride of the Telangana region. "
"002075","002075","GILLETTE FOAM LIME 200ML","https://www.gillette.co.in/en-in/products/shaving-gel-cream-and-aftershave",115,113,"200ML","50203",1,"gillette lime foam, shaving cream","Gillette Shave Foam Lemon-Lime leaves your skin feeling radiant and fresh, with a delicate burst of lemon-lime aroma. Like its thick, extra rich, creamy lather for a shave that is as fresh as the great outdoors. A Comfort Glide Formula and a rich, citrus-scented lather that spreads easily and rinses clean for that foamy shave men have enjoyed for generations."
"002076","002076","GILLETTE SHAVE BRUSH","https://www.gillette.co.in/en-in/products/shaving-gel-cream-and-aftershave/shaving-brush-pack",47,46,"","50106",0,"gillette shaving brush","Gillette shaving brush is all about longer bristles, comfortable grip and contoured handle offering extra lather. These features of Gillette shaving brush results into a comfortable shaving by making the skin smooth and fair."
"002077","002077","PEPSODENT 20G","https://www.pepsodent.in/",20,20,"","50102",1,"pepsodent tooth paste, dental cream","It contains an advanced anti-germ formula with CPC technology, clove and neem oil that fights germs not only on your teeth, but on other parts of the mouth as well – your tongue, cheeks, and gums, to give you 8 scientifically proven benefits for the whole mouth."
"002079","002079","BIG BABOOL","",90,90,"","50102",1,"","Dabur Babool Toothpaste is designed to safeguard the teeth and gums. The toothpaste embodies astringent and antibacterial properties. It helps to tighten the gums, protecting against gum swelling and all manner of gum diseases."
"002081","002081","PEDIASURE VANILLA DELIGHT JAR 400G","https://pediasure.in/",580,570,"400G","30801",0,"pediasure vanilla flavor, energy drink, healthy drink","Nutrition for 7+ children: It is specialised nutrition for growing children (above 7 years of age) and provides complete, balanced nutrition*. A scientifically designed formula contains high-quality protein and the goodness of oats, almonds, and essential nutrients. It is a health drink that contains nutrients to support height gain, strength improvement and brain development. It contains 29 nutrients, with 7 nutrients meeting 100% RDA and 11 bone nutrients which help in bone strength and muscle mass. Contains Vitamin K, manganese and FOS which helps in increasing bone mineral density and absorption of calcium. PediaSure® – Abbott’s hallmark brand is trusted by mothers in over 80 countries for providing adequate nutrition for their children."
"002082","002082","XXX MATIC POWDER","",125,110,"1KG","40101",0,"xxx matic surf, washing powder","XXX Matic Detergent powder is designed for Top Load & Front Load Washing Machines"
"002083","002083","BANJARAS HAIR COLOUR","https://banjaras.co.in/collections/hair-colors",96,93,"","50603",1,"banjaras aloevera black heena ","Experience the freshness of organically sourced Aloevera known as “Ambudhisrava” in Ayurveda with gel that soothes, heals and hydrates your hair along with Henna. An exclusive composition that leaves your hair smooth, youthful, bouncy and super soft."
"002084","002084","MARQUIS BLUE SPARY","",110,99,"","50301",0,"","MARQUIS BLUE SPARY"
"002085","002085","SAVLON HAND WASH 80ML","https://www.savlon.in/hand-wash",20,20,"80ML","50911",1,"savlon hand wash","Savlon Deep Clean Handwash with its unique formula and fresh citrus fragrance offers an effective and powerful cleansing for hands with extra dirt & grime. Savlon handwashes provide effective cleansing and protect from a million germs"
"002086","002086","FAIR EVER NEXT 29G","",250,248,"300ML","50704",1,"fair ever face cream","Fairever fairness cream was launched blending in the goodness of saffron and milk, which are pure, safe, and nourishing manufactured straight from natures heart. These natural ingredients are being recommended and used in the Indian households since time immemorial to enhance the complexion and quality of the skin."
"002087","002087","ZANDU BALM ULTRA 8ML","https://zanducare.com/products/zandu-balm",45,43,"8ML","50901",0,"zandu balm ultra","A trusted Ayurvedic remedy for the last 100 years, we present to you the new Zandu Balm Ultra Power, with its new and improved formula that makes it even more effective in fighting headache, body ache and cold. It is designed to get absorbed quickly, work faster and provide better pain relief. "
"002088","002088","EMAMI FAIR AND HANDSOME CREAM 15G","https://www.fairandhandsome.net/products/radiance-cream-for-men/",320,320,"400ML","50704",0,"emami fair & handsome cream","Through pioneering research by skin care experts from India and Australia, Fair And Handsome has developed a breakthrough formulation for tough male skin – the Radiance Cream for Men. Powered by a unique Pro PeptideTM, it helps transform men’s tough skin and delivers powerful benefits."
"002089","002089","PONDS DEEP INSIDE ANTI SPOT CREAM","",80,78,"50G","50704",1,"ponds deep inside anti spot cream, ponds white beauty","Finally, now we have a lightening cream that goes well beyond just whitening your skin. Pond's White Beauty Pinkish White Glow Cream transforms your skin to a radiant pinkish white glow. It gently evens out skin tone as it works from within to nourish your skin, leaving it instantly brighter, softer and more radiant. And its triple sun protection keeps skin safe from damaging UV rays. Your radiant, new pinkish white complexion is here to stay."
"002090","002090","AXE SHAVING CREAM","",68,66,"78G","50204",1,"axe shaving cream","AXE have got a full range of grooming products that can help you be the man you want to be today"
"002091","002091","SANTOOR PURE GLOW SET","https://wiproconsumercare.com/santoor-classic/",76,74,"225G","50710",0,"santoor pure glow bath soap","After an intensive study, Santoor PureGlo was made especially for the perfect winter skin that is so hard to get. Its deep acting natural ingredients - Glycerine, Honey and Almond oil, fight dryness and nourish the skin from deep within, giving you a youthful glow."
"002092","002092","LIFEBUOY LEMON FRESH HAND WASH 200ML","https://www.lifebuoy.in/products/hand-wash.html",85,83,"125G","50911",1,"lifebuoy lemon fresh hand wash","Lifebuoy Lemon Fresh Handwash with the goodness of lemon helps fight germs and makes hands smell fresh. It can be placed on your kitchen sink to protect your hands from germs and make them smell fresh."
"002093","002093","PEARS BROWN 3*75G COMBI","https://www.pearspuresince1807.com/us/products/pears-pure-and-gentle-soap",50,49,"75G","50712",1,"pears pure and gentle soap","Pears, a soap with 200 years of heritage, is prepared with a unique process of moulding & then matured till it reaches pure transparency. Each bar of Pears is still finished by hand and checked by eye • Gently moisturizes your skin to keep it smooth • Mild Fragrance & Soft lather to pamper your skin • Dermatologist tested • Enriched with Glycerin & Natural Oils"
"002094","002094","KISSAN JAM 500G COMBI","https://www.kissan.in/",85,85,"500G","20801",1,"kissan mixed fruit jam","Kissan Mixed Fruit Jam is a delicious blend of 8 different fruits Pineapple, Orange, Apple, Grape, Mango, Pear, Papaya, and Banana. With Kissan's expertise in preserving 100% real Fruits since 1934, our Mixed Fruit Jam enables you to enjoy the taste of seasonal fruits throughout the year. Whether you are in the mood for a classic Bread-Jam sandwich or an indulgent sweet snack, you can slide your spoon/knife into a jar of our Mixed Fruit Jam."
"002095","002095","LIFEBUOY LIQUID SOAP 200ML","https://www.lifebuoy.in/products/hand-wash.html",35,34.5,"","50911",1,"lifebuoy hand wash","We use our hands for multiple tasks through the day - causing hands to gather germs through the day. Simple hand hygiene habits for your family can be the first line of defence in protection from various illness causing germs. Washing hands with soap or handwash instead of washing hands with just plain water is recommended. This can help protect you and your family from ingesting infection causing germs that are sitting on your hands."
"002096","002096","COLGATE TOTAL 140G","https://www.colgate.com/",99,98,"140G","50102",1,"colgate total tooth paste,dental cream","You are strong because your teeth are strong. Strong teeth leads to better chewing which leads to better absorption of nutrients. Therefore stronger teeth, means stronger you. Colgate Strong Teeth with its unique Amino shakti formula strengthens teeth from within. This formula adds more natural Calcium and makes their teeth making them 2x stronger. Colgate strong teeth toothpaste provides cleaner teeth, keeps cavities at bay, freshens breath with regular use. This toothpaste is safe to use on kids and adults. Recommended Usage : Take pea size drop of toothpaste on a toothbrush, brush your teeth in circular motions or up and down for 2 mins, twice day. Can be used by men, women and children. Colgate is India's most trusted oral care brand. As a trusted partner, we are committed to doing business with integrity and respect for all people and the world around you. Colgate offers quality oral care products, including toothpastes, toothbrushes and mouthwashes as well as expert dental health information. This toothpaste is 100% vegan and gluten free. We care about our environment, Colgate India is the nation's first to earn TRUE Zero Waste Platinum certification for all its four manufacturing sites in India, from Green Business Certification Inc. (GBCI). This toothpaste is made in India, with highest quality standards s first to earn TRUE Zero Waste Platinum certification for all its four manufacturing sites in India, from Green Business Certification Inc. (GBCI). This toothpaste is made in India, with highest quality standards s first to earn TRUE Zero Waste Platinum certification for all its four manufacturing sites in India, from Green Business Certification Inc. (GBCI). This toothpaste is made in India, with highest quality standards"
"002097","002097","CHERRY RED","",55,53,"40G","40506",1,"cherry blossom red liquid shoe care, shoe polish","Cherry Blossom Shoe Wax Polish is a blend of exclusive oils and waxes from around the world to give your shoes 50% more shine. Cherry Blossom Show Wax is suitable for leather shoes. It keeps shoes looking new for a long time while providing protection from dust and dust. The Cherry Blossom range of shoe care products also includes Liquid Shoe Polish and Handy Shoe Shine."
"002099","002099","CHARLIE GOLD SPARY","",190,185,"150ML","50301",0,"revlon charlie gold spray, deodrant","Charlie Red by Revlon was launched in 1993. Red is an oriental floral fragrance. Charlie Red is recommended for daytime wear."
"002100","002100","CHARLIE BLUE SPARY","",190,185,"","50301",0,"revlon charlie blue spray, deodrant","Launched by the design house of Revlon in 1993, Charlie Red is classified as a sharp, flowery fragrance. This feminine scent possesses a blend of violet, rose, apricot and lily of the valley. Accompanied by additional fruity notes of fresh citrus and plum."
"002101","002101","RIO RITA BODY SPARY","",50,45,"","50301",0,"","RIO RITA BODY SPARY"
"002102","002102","BALLERINA BODY SPARY","",50,45,"","50301",0,"","BALLERINA BODY SPARY"
"002103","002103","PASSION BODY SPARY","",50,45,"","50301",0,"","PASSION BODY SPARY"
"002104","002104","BLUES FOR LADY BODY SPARY","",135,110,"","50301",0,"","BLUES FOR LADY BODY SPARY"
"002105","002105","MUSK FOR MEN DEO SPARY","",135,110,"","50301",0,"","MUSK FOR MEN DEO SPARY"
"002112","002112","GARNIER FACE WASH 50G","https://www.garnier.in/search-page/search?query=face+wash",85,80,"50G","50705",1,"garnier face wash","Sweat, oil, and dirt take a toll on your skin, making it appear tired and dull? Get an instant boost of freshness and radiance in minutes with Garnier Bright Complete Face Wash. Enriched with the brightening properties of Yuzu Lemon, Garnier Bright Face Wash will help you reduce dullness and bring back your glowing complexion."
"002113","002113","AJAY JUNIOR TOOTH BRUSH 12RS","http://www.ajaycare.in/",12,12,"1N","50104",0,"ajay junior tooth brush","Ultra-soft DuPont bristles for gentle gum care Colored bristles indicate the optimum amount of toothpaste to be used Non-slip grip for better control"
"002114","002114","CHERRY WAX","",33,33,"1","40506",1,"cherry blossom wax liquid shoe care, shoe polish","Cherry Blossom Shoe Wax Polish is a blend of exclusive oils and waxes from around the world to give your shoes 50% more shine. Cherry Blossom Show Wax is suitable for leather shoes. It keeps shoes looking new for a long time while providing protection from dust and dust. The Cherry Blossom range of shoe care products also includes Liquid Shoe Polish and Handy Shoe Shine."
"002115","002115","BOTCAN TAMATO SAUCE","",70,65,"680G","20701",1,"botcan tomato sauce, tomato ketchup","Tomato sauce can refer to many different sauces made primarily from tomatoes, usually to be served as part of a dish, rather than as a condiment. Tomato sauces are common for meat and vegetables, but they are perhaps best known as bases for Mexican salsas or sauces for pasta dishes"
